text,label
"What are the signs and symptoms of cutaneous and mucocutaneous leishmaniasis?",medical
"Which health care workers can provide medical abortion services?",medical
"Are there rules for radioactivity in foods for international trade?",medical
"What is genomics?",medical
"What is WHO doing now?",medical
"How do you get yellow fever?",medical
"What is the overall goal of the treaty ?",medical
"What chemicals can be used as chemical weapons?",medical
"How do I avoid getting STH?",medical
"How is the parasite transmitted?",medical
"What is GMP?",medical
"Who should be in charge of running the Checklist?",medical
"I want to change my contraceptive method – is this possible?",medical
"In what ways will reducing emissions be beneficial for health?",medical
"What activities is WHO planning to help implement the use of the EML antibiotic book?",medical
"Do these new standards change current estimates of overweight and undernutrition in children?",medical
"What is the treatment against Chagas disease?",medical
"Why is excess mortality the preferred measure?",medical
"Should I use a digital contact tracing app while traveling?",medical
"What should people travelling to Zika-affected areas do?",medical
"What is the current status of Zika vaccine development?",medical
"Where does the disease occur?",medical
"Why does this tool focus on economic cost only?",medical
"What is WHO doing to advance gender equality and to mainstream gender across its work?",medical
"Does the concept of ‘fair pricing’ replace the principle of affordability?",medical
"How is leishmaniasis diagnosed?",medical
"What is a country consultation process and what are countries be consulted on?",medical
"Does stopping a course of antibiotics early lead to antibiotic resistance?",medical
"Why is food affected in areas beyond the evacuation zone?",medical
"Should pregnant and breastfeeding women living with HIV with COVID-19 and their newborns be managed differently?",medical
"Is eating raw meat safer?",medical
"What can people do to be protected from sexual transmission of Zika virus?",medical
"Violence against children: How can it be prevented?",medical
"Could the preservation method influence the risk (e.g. salting, deep-freezing, or irradiation)?",medical
"How will the elimination of lead paint contribute to achievement of the Sustainable Development Goals (SDGs)?",medical
"How is clonorchiasis transmitted?",medical
"Where can I find the estimates for my country / when will these estimates be available?",medical
"What is thiomersal ?",medical
"What is the role of Access antibiotics in the management of infections in primary care?",medical
"What evidence is there that Cannabidiol has value for medical use?",medical
"What is dual-use research of concern?",medical
"What effect does UV have on the skin?",medical
"What are the rights, duties and responsibilities of employers?",medical
"Where is Guinea-worm disease found?",medical
"What is the Model Disability Survey?",medical
"Does WHO recommend hydroxychloroquine to prevent COVID-19?",medical
"What is the difference between Health Impact Assessment and Health Technology Assessment?",medical
"How can plague be treated?",medical
"Should I stop eating meat?",medical
"Can it be treated?",medical
"What do the latest WHO/ILO figures show in relation to long working hours/overtime?",medical
"What is the key to successful implementation of the Checklist?",medical
"What is plague?",medical
"How were these estimates produced?",medical
"Who manages the yellow fever vaccine supply for routine immunization and preventive mass campaign?",medical
"How is lymphatic filariasis diagnosed?",medical
"What should be taken into consideration when setting a physical distance at the workplace?",medical
"Are health care workers at risk from MERS‐CoV?",medical
"What makes the various forms of electromagnetic fields so different?",medical
"Why are health-care workers at greater risk of catching Ebola?",medical
"Who is WHO working with on this initiative?",medical
"Can mothers with Zika infection breastfeed their baby?",medical
"Is the vaccine effective and safe?",medical
"Why is e-/mHealth (digital health) so important for TB prevention and care?",medical
"4. Where can I find examples of successful GCF project proposals?",medical
"Q: What kind of care do preterm babies need?",medical
"What should a person do if she/he has contact with a person who has MERS?",medical
"Are there treatments for COVID-19?",medical
"What are the treatment options?",medical
"Do travellers returning from Japan represent a health risk for others?",medical
"What to do when the patient is not eligible for ablation and colposcopy services are not available?",medical
"What steps are required to ensure that a vaccine is safe and effective?",medical
"Why is raised blood pressure dangerous?",medical
"Then why is smallpox being talked about now?",medical
"As a vaper, am I more likely to be infected or to have more severe symptoms if infected?",medical
"Can you provide more information on the studies reviewed by the Global Advisory Committee on Vaccine Safety ?",medical
"What should I do if I have been exposed to someone who has COVID-19?",medical
"Where in the world do the most bites occur?",medical
"I am a programme manager. What can I do to help people access contraception and family planning information and services?",medical
"What is Dengvaxia® (CYD-TDV)?",medical
"Contraceptive methods such as pills, injectables, implants and intrauterine devices have negative effects on the health of adolescent girls?",medical
"What is lead?",medical
"I am worried about someone I know. How can I help?",medical
"What should I do if I get sick while traveling?",medical
"Which countries are included in the tool?",medical
"What was the choice of antibiotic dose and treatment duration based on?",medical
"What is WHO's position on thiomersal-containing vaccines, as they pertain to the treaty ?",medical
"Why can’t a caesarean section rate at population level be applied or used at hospital level?",medical
"I need medical attention because of violence. Who can help me and where should I go?",medical
"Can I get sick with COVID-19 through contact with urine, faeces or sewage?",medical
"Can I touch and hold my newborn baby if I have COVID-19?",medical
"What is the ICTRP?",medical
"What can I do?",medical
"When might a Zika vaccine be available?",medical
"Why are self-care interventions important during health emergencies?",medical
"What would be the environmental impact of switching to single-dose vials only ?",medical
"What is type 2 diabetes?",medical
"Why is vaccination important for addressing antibiotic resistance?",medical
"What is the Humanitarian Reform and how does it affect WHO’s work?",medical
"I can’t access my contraceptive method of choice. What do you advise?",medical
"How can women manage their pregnancy in the context of Zika virus and complications?",medical
"What is the difference between a clinical trials register and a clinical trials registry?",medical
"What are WHO’s recommendations related to CYD-TDV?",medical
"How can I connect with other HTA groups?",medical
"I am organizing a gathering for family and friends. What steps can I take to make the event as safe as possible for my guests?",medical
"Are gloves recommended for the community in public spaces to protect against COVID-19, for example when going to the grocery store supermarket?",medical
"What is 5G?",medical
"How can we protect people seeking tuberculosis care during the COVID-19 pandemic?",medical
"How do I ensure that the person with dementia continues to receive care if I am no longer able to provide it?",medical
"Who are the members of the Technical Advisory Group (TAG) on COVID-19 Mortality Assessment?",medical
"What is the normal oxygen saturation for a healthy individual?",medical
"When should someone seek medical care?",medical
"Do the Guidelines call for a total ban of the preventive use of antibiotics in animals?",medical
"What progress has been achieved over the past decade?",medical
"Home is not a safe place for me. What can I do?",medical
"What is WHO doing?",medical
"Why has the handbook been produced?",medical
"Why should babies be breastfed exclusively?",medical
"What causes autism spectrum disorders?",medical
"Where do the mosquitoes breed?",medical
"How can people assess the risk for exposure to COVID-19 in their workplace and plan for preventive measures?",medical
"What are the symptoms of urogenital schistosomiasis?",medical
"Is ageism really a problem?",medical
"What is gaming disorder?",medical
"What is the deadliest disease in the world?",medical
"Are there travel restrictions due to MERS-CoV?",medical
"How are NTDs related to the SDGs?",medical
"What is the current risk of radiation-related health problems in Japan for those residing near the reactor in comparison to those in other parts of Japan?",medical
"Can tuberculosis and COVID-19 be tested on the same type of specimen?",medical
"Who should not give blood?",medical
"What are the elements of an enabling environment for self-care interventions?",medical
"What is oxygen saturation?",medical
"Which countries are most impacted?",medical
"Anti-theft systems in shops use tags that are detected by electrical coils at the exits. When a purchase is made the tags are removed or permanently deactivated. The electromagnetic fields from the coils do not generally exceed exposure guideline levels. Access control systems work in the same way with the tag incorporated into a key ring or identity card. Library security systems use tags that can be deactivated when a book is borrowed and reactivated when it is returned. Metal detectors and airport security systems set up a strong magnetic field of up to 100 µT that is disturbed by the presence of a metal object. Close to the frame of the detector, magnetic field strengths may approach and occasionally exceed guideline levels. However, this does not constitute a health hazard, as will be discussed in the section on guidelines. (see Are exposures above the guidelines harmful?",medical
"Why did IARC choose to evaluate red meat and processed meat?",medical
"What should health authorities do to provide sustainability of essential tuberculosis services during the COVID-19 pandemic?",medical
"Do dead bodies spread plague?",medical
"How is Chagas disease transmitted?",medical
"Can sleeping sickness be treated?",medical
"Should WHO-recommended preventive therapies be maintained in sub-Saharan Africa?",medical
"What are the requirements for applying the population attributable fraction (PAF) and what are its limitations?",medical
"How can I protect myself?",medical
"Are there health risks to people living outside of Japan from radiation emitted into the atmosphere from damaged Japanese nuclear power plants?",medical
"Why does the handbook not describe quality improvement methods?",medical
"Should pregnant women be tested for COVID-19?",medical
"Why is thiomersal in vaccines considered safe by WHO whereas mercury in some cosmetics is considered unsafe ?",medical
"What are the recommendations for breastfeeding women regarding potassium iodide?",medical
"What other interventions exist for dengue control?",medical
"What makes snakebite a “neglected tropical disease”?",medical
"Do people with an autism spectrum disorder always suffer from intellectual disability?",medical
"What is functional ability and how does it relate to healthy ageing?",medical
"Cardiovascular diseases: What is the deadliest disease in the world?",medical
"Can wastewater testing be conducted in low-resource settings?",medical
"What is lead poisoning?",medical
"What is the current state of research?",medical
"When should I get my ears tested?",medical
"How can I care for myself?",medical
"Why do results differ between different agencies?",medical
"Is there a risk of radioactive exposure from food contamination?",medical
"What are the main findings?",medical
"How do you hope that countries will use this tool?",medical
"Antimicrobial resistance: Does stopping a course of antibiotics early lead to antibiotic resistance?",medical
"Why is providing contraception/ family planning, as well as family planning services and information, important during the COVID-19 pandemic?",medical
"What are the types of plague and how do people become infected?",medical
"Who should be vaccinated?",medical
"What is the WHO doing to support monitoring?",medical
"What is the impact of SCLPs on health?",medical
"How do I cite a record on a clinical trials register?",medical
"Where is ageism seen?",medical
"How long does it take for leishmaniasis to develop after being infected?",medical
"Can radioactive contamination be removed from water?",medical
"Should all people being evaluated for tuberculosis also be tested for COVID-19 and vice-versa?",medical
"Do the eligibility criteria for EUL apply to COVID-19 products?",medical
"What is the status of drug resistance in the Greater Mekong subregion?",medical
"Who is most vulnerable?",medical
"Can COVID-19 be passed from a woman to her unborn or newborn baby?",medical
"What advantages does MenAfriVac have over existing polysaccharide meningococcal vaccines currently used to combat epidemics in Africa?",medical
"Where does yaws occur?",medical
"How common is chikungunya fever?",medical
"How is medicinal oxygen produced?",medical
"What was the choice of antibiotic treatment options for the different infections based on?",medical
"What is Legionnaires’ disease?",medical
"I have harmed or am worried about harming or hurting my partner (and children) with my words or actions. How can I stop?",medical
"How can I reduce my intake of salt and sugar?",medical
"What are the symptoms of dengue fever and severe dengue?",medical
"What is echinococcosis ?",medical
"What are human challenge studies? What is WHO’s view on these studies?",medical
"How do sex and gender influence health?",medical
"What are the typical signs and symptoms of Ebola virus infection?",medical
"What is congenital Zika virus syndrome?",medical
"How common are headaches?",medical
"What are gender mainstreaming and gender analysis?",medical
"Are childhood vaccines responsible for autism spectrum disorders?",medical
"What is not included in your estimates? What is missing?",medical
"Does WHO recommend workers wear masks at the workplace (office or others)? If yes, what type of masks?",medical
"How is Zika virus disease diagnosed?",medical
"What is chronic obstructive pulmonary disease (COPD)?",medical
"Why does the handbook focus on both policy and strategy?",medical
"How can human infections with avian influenza be prevented?",medical
"Is there a type of red meat that is safer?",medical
"What lessons does influenza preparedness offer for tackling respiratory pathogens and other diseases?",medical
"How does contact tracing work?",medical
"How does Guinea-worm disease spread?",medical
"What types of costs are included in the tool?",medical
"German: Was sind elektromagnetische Felder?",medical
"What are the risks of diabetes in children?",medical
"Is GMP necessary if there is a quality control laboratory?",medical
"Can / should health worker migration be stopped?",medical
"How will WHO interact with National Regulatory Authorities?",medical
"Does WHO need to evaluate a product that has already been approved by a WHO listed authority for use during public health emergencies ?",medical
"What types of cancers are linked or associated with eating processed meat?",medical
"How is diphtheria treated?",medical
"The WHO Expert Committee on Drug Dependence (ECDD) just held a special session on cannabis. Why is this important?",medical
"What does WHO recommend countries to do?",medical
"What is the difference between lymphatic filariasis and podoconiosis?",medical
"Are pesticides harmful to human health?",medical
"Which countries are most heavily affected?",medical
"What is the role of multi-month prescriptions and dispensing for antiretrovirals and other medicines?",medical
"Can you give an example of a country that established an influenza-monitoring programme, which was then used for other diseases?",medical
"What is self-care?",medical
"What causes asthma?",medical
"What are asthma attacks?",medical
"Does WHO recommend hydroxychloroquine as a treatment for COVID-19?",medical
"How can yaws be prevented?",medical
"Which inter-agency mechanisms WHO Emergency Risk Management and Humanitarian Response belongs to?",medical
"Is there a vaccine for COVID-19?",medical
"What are the mitigation actions?",medical
"Why is Trial Registration Important?",medical
"What is the difference between gender and sex?",medical
"How can I avoid SF medical products?",medical
"What happens when you are exposed to electromagnetic fields?",medical
"What issues related to ageing are WHO working on?",medical
"What should be done while research continues?",medical
"Why is antimicrobial resistance important for food safety?",medical
"What effective treatments exist for snakebite?",medical
"How does the EML antibiotic book help prescribers decide whether their patient needs antibiotics?",medical
"How is sleeping sickness diagnosed?",medical
"What can parents do to help their child with an autism spectrum disorder?",medical
"How is echinococcosis transmitted?",medical
"Who is defined as a contact?",medical
"What are examples from the housing sector?",medical
"How many studies were evaluated?",medical
"What are the effects of exposure to nerve agents?",medical
"Who should carry out the workplace risk assessment?",medical
"What are the health consequences?",medical
"Are diphtheria vaccines recommended?",medical
"What are the health effects of lead exposure?",medical
"What are the benefits of eating plenty of vegetables and fruit?",medical
"What are the clinical signs and how can trachoma be treated?",medical
"What is the difference between isolation and quarantine?",medical
"What should be the role of the EML antibiotic book in relation to existing local or national guidelines?",medical
"What are SLCPs?",medical
"What does WHO recommend with regard to vaccination for newly arrived migrants?",medical
"What is avian influenza?",medical
"What is backward contact tracing?",medical
"Can pregnant women take potassium iodide pills?",medical
"How were differences in the prevalence of antibiotic resistance among countries taken into account?",medical
"How is it treated?",medical
"What is COVID-19?",medical
"Will there be a short summary of the EML antibiotic book?",medical
"Why do costs not disappear when FGM is abandoned?",medical
"How can I provide everyday care to the person with dementia?",medical
"What are the tools available to implement the Robson classification in my hospital?",medical
"Why is GMP important?",medical
"What is WHO’s position on the use of chloroquine and hydroxychloroquine in the context of the COVID-19 response?",medical
"Stigma - Forgotten disease or forgotten population?",medical
"Is all food production in Japan affected by the nuclear emergency?",medical
"Can clonorchiasis be prevented?",medical
"What kind of information does the EML antibiotic book provide?",medical
"What is e-/mHealth?",medical
"Are there software or hardware specifications that should be followed for building a trial registry?",medical
"What should I do if I have COVID-19 symptoms?",medical
"What are the estimates based on?",medical
"How exactly does working long hours cause stroke and heart disease?",medical
"Why is zero tolerance of FGM so important?",medical
"What are the WHO recommendations for triage and screening of migrants upon arrival?",medical
"Does the amount of thiomersal in vaccines pose a health risk ?",medical
"How does the search filter work?",medical
"How are working hours expected to change due to the Covid-19 pandemic and in the future?",medical
"Why did you only include 67 countries?",medical
"Is this approach widely applied, accepted and tested?",medical
"3. What are the key impacts to be demonstrated for an adaptation project proposal?",medical
"Can pregnant women be treated with praziquantel?",medical
"What is lymphatic filariasis?",medical
"What is WHO’s role if chemical weapons are used?",medical
"What happens if I have symptoms while traveling or when I arrive at my destination?",medical
"How can chemical weapons be detected?",medical
"What can we do to mitigate the impacts of snakebite?",medical
"Should I get a COVID-19 test before departure or upon arrival?",medical
"What actions do you think governments should take based on your results?",medical
"Are pregnant women at higher risk from COVID-19?",medical
"What is meant by “essential travel”?",medical
"What if there are differences between the EML antibiotic book and existing WHO guidelines?",medical
"What should be considered for data protection?",medical
"What are the main sources of household air pollution in developing countries?",medical
"Does WHO recommend a specific caesarean section rate at country level?",medical
"Are further versions of the handbook planned?",medical
"Headache disorders: How common are headaches?",medical
"Does radiation exposure pose a risk to foetuses?",medical
"What is the population attributable fraction?",medical
"What is clonorchiasis?",medical
"What should I do if I want to take part in clinical trial?",medical
"Who will be invited to participate in the forum?",medical
"Which species of snakes are responsible?",medical
"https://www.sciencedirect.com/science/article/pii/S0160412019331642?",medical
"How do children get exposed and how can the disease affect them?",medical
"5. What are some key tips for developing a GCF project proposal for health?",medical
"Is giving blood safe?",medical
"What are the determinants of health?",medical
"What are the socioeconomic consequences of snakebite?",medical
"Why are they called ‘neglected’?",medical
"How much meat is it safe to eat?",medical
"How can chikungunya be prevented?",medical
"How different are the new standards from the old growth charts?",medical
"What is the impact of the health worker shortage?",medical
"What does the EML antibiotic book add to AWaRe?",medical
"Should I get a vaccine or immunity certificate before travelling?",medical
"What measures can help me to prevent or delay the onset of hearing loss in my old age?",medical
"What should I do if I think I have been exposed to nerve agent?",medical
"How are guidelines put into practice and who checks on them?",medical
"What is artemisinin, and how are artemisinin-based combination therapies used to treat malaria?",medical
"Can pregnant or postpartum women living with HIV transmit the COVID-19 virus to their unborn child or infant?",medical
"I’m pregnant. How can I protect myself against COVID-19?",medical
"How many times should a trial be registered?",medical
"What are the symptoms of COVID-19?",medical
"Where does yellow fever occur?",medical
"Can the EML antibiotic book be adapted to the local setting?",medical
"The travel company is asking me to wear a mask while traveling. Which kind of mask should I use?",medical
"Could supplying vaccines in single-dose vials only be an option ?",medical
"B. VIA is performed as the primary screening test, no lesion is seen, but the transformation zone (TZ) is incompletely visualized?",medical
"I am a healthcare provider. I have heard that persons with COVID-19 may have increased risk of blood clots. How should I advise individuals who are using or want to use combined hormonal contraception?",medical
"What is the vision of the Task Force concerning the target product profiles (TPPs)?",medical
"What protection measures should people take when using disinfectants?",medical
"How much will the vaccine cost?",medical
"Does WHO work with partners?",medical
"Can SLCP emissions be reduced?",medical
"Why do we need a Zika virus country classification scheme?",medical
"How are the members of an IHR Emergency Committee chosen?",medical
"How can pregnant women protect themselves from mosquito bites?",medical
"What are potassium iodide pills?",medical
"Where are NTDs most prevalent?",medical
"Which trials should be registered?",medical
"What role does mosquito control play in addressing Zika virus?",medical
"Why is lead paint an important source of human exposure?",medical
"How can we protect others and ourselves if we don't know who is infected?",medical
"Is it easy to detect people who are infected with MERS-CoV?",medical
"What is a healthy diet for breastfeed babies and young children?",medical
"Are there pages on EMF in German, Italian and Swedish?",medical
"How was the vaccine developed?",medical
"What is Guillain-Barré syndrome?",medical
"What health resources can be affected by attacks on health care?",medical
"Is the risk higher in children, in elderly people, in women, or in men? Are some people more at risk?",medical
"What are pesticides?",medical
"How do people get infected with the MERS virus?",medical
"Do I need to see a health worker for self-care actions?",medical
"What are the challenges in calculating excess mortality including COVID-19?",medical
"What are the symptoms of MERS? How severe is it?",medical
"What general advice can be given to food consumers and producers in the event of a nuclear emergency?",medical
"Is suicide really a problem? How many people die by suicide every year?",medical
"I had the vaccination when I was a child. Am I still protected?",medical
"What is yaws?",medical
"What is WHO's role in nuclear emergencies?",medical
"How is the infection transmitted?",medical
"Disability: What is e-accessibility?",medical
"What concrete steps is the WHO taking against NTDs?",medical
"Q: What is Kangaroo Mother Care?",medical
"How do the treatment recommendations in the EML antibiotic book take into account settings where the prevalence of multidrug-resistant organisms is very high?",medical
"Who does ageism affect?",medical
"What is International Lead Poisoning Prevention Week?",medical
"How do foodborne diseases challenge public health security?",medical
"Who manages the vaccine supply for yellow fever outbreaks?",medical
"Why is WHO producing these estimates now, in the midst of the pandemic?",medical
"What would be the public health impact of restricting manufacture, distribution or use of thiomersal-containing vaccines ?",medical
"How were differences in the availability of supportive tools (e.g. imaging, diagnostics) taken into account in the development of the EML antibiotic book?",medical
"Why are more women giving birth by caesarean section nowadays?",medical
"How fast does smallpox spread?",medical
"How is echinococcosis diagnosed?",medical
"When can the EUL be used?",medical
"How many malaria-affected countries have reported cases of COVID-19?",medical
"What impact will this have on food and food production in Japan?",medical
"Where does trachoma occur?",medical
"How is diphtheria diagnosed?",medical
"What are the key considerations for healthy ageing?",medical
"Can clonorchiasis be treated?",medical
"WHO does not recommend travel restrictions related to avian influenza. However, travellers can take certain measures to reduce the risk of infection. Please see "How can human infections with avian influenza be prevented?",medical
"The main effect of radiofrequency energy is the heating of tissue. Consequently, exposure guidelines for radiofrequency fields and microwaves are set to prevent health effects caused by localized or whole-body heating (see What happens when you are exposed to electromagnetic fields?",medical
"Should I travel?",medical
"What is the recommended food for children in their very early years?",medical
"In which regions is the disease mostly found?",medical
"Why is the Checklist important?",medical
"What is WHO doing to stop the spread of antimalarial drug resistance in the Greater Mekong subregion?",medical
"What test should I get to see if I have COVID-19?",medical
"How to prevent Chagas disease?",medical
"How does pneumonic differ from bubonic plague?",medical
"How should I clean food items from the grocery store, for example fruit, vegetables or packaged items?",medical
"How does COVID-19 increase risks of violence for women?",medical
"How can I communicate effectively with the person with dementia?",medical
"Who are the important actors that can help implement the recommendations in the Guidelines?",medical
"How are people exposed to ionizing radiation?",medical
"What did the ECDD decide?",medical
"How are people appointed to the expert advisory panels?",medical
"What reference data should be used for children older than 5 years?",medical
"How do food products become radioactive?",medical
"What are the consequences of malnutrition?",medical
"Could supplying vaccines in multi-dose vials without a preservative be an option ?",medical
"Can we combat ageism?",medical
"What information can this tool give?",medical
"How is Chagas disease diagnosed?",medical
"Magnetic fields in everyday life: are they really that high?",medical
"Will this vaccine protect against all types of meningococcal disease?",medical
"2. What if I am unable to find an appropriate Accredited Entity to submit a health-related GCF project proposal?",medical
"What are the forms of the disease?",medical
"What is the double burden of malnutrition?",medical
"What about people who have had colon cancer? Should they stop eating red meat?",medical
"What are the symptoms of Chagas disease?",medical
"What is the oxygen saturation in a COVID-19 patient?",medical
"Why is it important to eat a variety of foods?",medical
"Can lymphatic filariasis be prevented?",medical
"https://www.sciencedirect.com/science/article/pii/S0160412019332118?",medical
"What are examples from the food and agriculture sector?",medical
"Is there an Ebola vaccine?",medical
"What is WHO's response to Zika?",medical
"How can I access and share global learning on quality of care?",medical
"What are the symptoms of Zika virus disease?",medical
"Is eradication of yellow fever possible?",medical
"What is excess mortality?",medical
"Why is environmental surveillance of wastewater important during disease outbreaks?",medical
"What actions are being taken to monitor the safety of food from Japan?",medical
"Are there any directives on office ventilation and air conditioning use?",medical
"What are examples from the industrial sectors?",medical
"What is health promotion?",medical
"What is chikungunya fever?",medical
"What is medicinal oxygen?",medical
"What is a public health emergency of international concern?",medical
"How can I spot an SF medical product?",medical
"What is dengue fever and severe dengue?",medical
"Biological effects or health effects? What is a health hazard?",medical
"Can pregnant women get vaccinated against COVID-19?",medical
"What is WHO doing to increase our understanding of health and ageing?",medical
"What are the main differences between 5G and previous technologies?",medical
"How does a registry become a Primary Registry in the WHO Registry Network?",medical
"How can it be prevented?",medical
"How important are used lead-acid batteries as a source of lead exposure?",medical
"When should trials be registered?",medical
"Why is WHO providing advice to the agriculture sector?",medical
"What are the main differences between rich and poor countries with respect to causes of death?",medical
"Are self-care interventions safe?",medical
"What is the Model Disability Survey used for?",medical
"What are some examples of foodborne diseases?",medical
"How can I protect myself from being infected with plague?",medical
"What is taeniasis and cysticercosis?",medical
"Who is at risk?",medical
"Why start with mass vaccination campaigns?",medical
"Is an ultrasound routinely required for the provision of abortion?",medical
"How many people attempt suicide every year?",medical
"How long does it take to develop symptoms?",medical
"When will the EML antibiotic book be made available?",medical
"What is WHO's guidance on certifying COVID-19 deaths?",medical
"Why is gender equality also men’s concern?",medical
"Hasn’t a recent study shown that the Checklist is not as effective as first thought?",medical
"What are the safest methods of cooking meat (e.g. sautéing, boiling, broiling, or barbecuing)?",medical
"What is Cannabidiol and is it safe?",medical
"What do the population attributable fraction (PAF) and the estimated attributable disease burden NOT cover?",medical
"Why are mourners at burial ceremonies considered at risk of contracting Ebola?",medical
"Can you guarantee that the SDG health targets will be reached if countries meet these spending levels?",medical
"How common is raised blood pressure?",medical
"Why register clinical trials?",medical
"I am safe, but I am suffering from mental / sexual / social / long-term physical health problems because of violence. Is there anyone who can help me during COVID-19?",medical
"Who is the handbook intended for?",medical
"How should employers decide when to open, close or re-open workplaces and/or suspend or downscale work activities?",medical
"Why do the estimates show negative excess deaths for some countries?",medical
"Is an easily accessible summary of the evidence available?",medical
"Are there any benefits other than reduced complications and death following surgery?",medical
"Does it hurt?",medical
"Why could caesarean sections be dangerous?",medical
"How feasible is it to eliminate lead in paint, and how important are regulations to restrict the use of lead in paint?",medical
"How feasible is it to monitor financial protection by household spending on health – what data are available and what expertise is needed?",medical
"Who spreads dengue and severe dengue?",medical
"Who are the members of an IHR Emergency Committee?",medical
"What is the impact of the Central Emergency Response Fund on WHO’s work?",medical
"What are foodborne diseases?",medical
"What is a refractive error?",medical
"How were the costs calculated?",medical
"What should I do if I think I have an SF medical product?",medical
"What needs to be done at the societal level?",medical
"Can I drink the tap water in Japan?",medical
"Why do vaccines need preservatives ?",medical
"What is the impact of mercury on health ?",medical
"What is the guidance for the disinfection of outdoor spaces such as open markets, roads?",medical
"How does the handbook relate to WHO’s work on patient safety and infection prevention and control?",medical
"If I have been exposed to radioactive material released into the environment, what should I do?",medical
"What are the challenges in Zika vaccine R&D?",medical
"What long-term effects can be expected from radiation exposure?",medical
"Why are the number of cases reported lower than the number of cases estimated?",medical
"What is asthma?",medical
"Could you quantify the risk of eating red meat and processed meat?",medical
"What are the limitations of these estimates and methods?",medical
"For whom is this tool useful?",medical
"What are the next steps?",medical
"What are examples around waste management?",medical
"Who is at risk for avian influenza?",medical
"Our surgical teams don’t want to use the WHO Surgical Safety Checklist unless they can change a few of the elements. Is it okay to make changes to the Checklist?",medical
"Is it safe to visit live poultry markets and farms?",medical
"Why are so many children involved in road traffic crashes?",medical
"Why is a standardized system to classify caesarean sections necessary?",medical
"What are the health risks associated with mobile phones and their base stations?",medical
"What additional measures should be taken at workplaces and for jobs at medium risk?",medical
"What are the consequences of attacks on health care?",medical
"WHO’s new road map: can it end the suffering from NTDs by 2030?",medical
"What other organizations could assist in responding to deliberate chemical release?",medical
"What do you consider as red meat?",medical
"Should all people who engage in gaming be concerned about developing gaming disorder?",medical
"What does WHO want to achieve through its advocacy work?",medical
"What are the symptoms of clonorchiasis?",medical
"How is trachoma diagnosed?",medical
"Who might be targeted for vaccination against Zika?",medical
"When and why should I take potassium iodide?",medical
"Will the evaluation of Covid-19 vaccines continue after the PHE is no longer in effect?",medical
"What about rapid tests?",medical
"What are the sources of human exposure to lead?",medical
"Who should participate in clinical trials for COVID-19 vaccines?",medical
"What is oxygen?",medical
"What are the signs and symptoms of lymphatic filariasis?",medical
"If I feel well but am in the high-risk category, should I travel?",medical
"What is e-accessibility?",medical
"What are the symptoms?",medical
"How does the IHR Emergency Committee work?",medical
"Can age-related hearing loss be reversed? Can it be treated?",medical
"How do we ensure human rights and reduce stigma and discrimination?",medical
"What is trial registration?",medical
"Are people normally exposed to ionizing radiation?",medical
"I want to introduce an electronic system for TB. Can you recommend me one, or will the Task Force be creating one for all programmes?",medical
"How is the empiric use of Reserve antibiotics covered in the EML antibiotic book?",medical
"Are exposures above the guidelines harmful?",medical
"How to monitor oxygen saturation of COVID-19 patients at home?",medical
"How is WHO expediting Zika vaccine R&D?",medical
"Has WHO published any guidance on the management of exposure to chemical weapons?",medical
"What precautions should I take during travel?",medical
"Can antiretrovirals or direct-acting antivirals against hepatitis C virus be used to treat COVID-19?",medical
"What is the FGM cost calculator?",medical
"What are the symptoms of intestinal schistosomiasis?",medical
"What can I do to protect myself if I think that a chemical has been released?",medical
"I have additional questions not covered by the FAQ. Can I speak to someone?",medical
"How long does it take for people to develop symptoms after being infected?",medical
"Is Guinea-worm disease fatal?",medical
"Meat products and eggs can be safely consumed, provided they are properly prepared because influenza viruses are inactivated by thorough cooking. Please see "How can meat and eggs be safely prepared?",medical
"What is the Checklist?",medical
"Why is leishmaniasis important?",medical
"What is the International Classification of Diseases?",medical
"Who is most at risk?",medical
"Are there international agreements about the use of pesticides?",medical
"How is medicinal oxygen stored and distributed?",medical
"What are self-care interventions?",medical
"How is clonorchiasis diagnosed?",medical
"What are some digital tools used to support contact tracing? How can they enhance contact tracing processes?",medical
"What does the ICTRP do?",medical
"Who is most impacted by snakebite?",medical
"How were the infections covered in the EML antibiotic book selected?",medical
"What is type 1 diabetes?",medical
"Should we eat only poultry and fish?",medical
"What happens when I give blood?",medical
"Who decides on guidelines?",medical
"Can schistosomiasis be treated?",medical
"What are different ways to measure catastrophic health expenditures?",medical
"Are there alternative preservatives that could be used for vaccines ?",medical
"Which parasite causes HAT?",medical
"What are typical exposure levels at home and in the environment?",medical
"1. Can I submit a full project proposal through WHO?",medical
"How is the parasite that causes HAT transmitted to humans?",medical
"Are men more affected than women?",medical
"Can Ebola be transmitted sexually?",medical
"I want to remove or replace my implant or IUD – can I do this during COVID-19 pandemic?",medical
"How does the use of antibiotics in food-producing animals lead to antimicrobial resistance in humans?",medical
"M. de Onis, T Lobstein. Defining obesity risk status in the general childhood population: Which cut-offs should we use?",medical
"How does the ICTRP support countries and regions?",medical
"What are the current standards?",medical
"Who makes the One Health approach work?",medical
"What is guinea worm? Is it a real worm?",medical
"How is echinococcosis treated?",medical
"Does the EUL provide for products developed after a public health emergency has been declared?",medical
"What are the potential health effects of consuming contaminated food?",medical
"Where is lymphatic filariasis most commonly found?",medical
"What is ageism?",medical
"What is typhoid fever?",medical
"What is healthy ageing?",medical
